X,var,Estimate,Std..Error,t.value,Pr...t..,Dependent,Independent,AGM,Data,Type,BRAND,STRATEGIC.PILLAR,DEMOGRAPHIC,MARKETINGSEGMENT,CAMPAIGN,PROGRAM,PROGRAMCATEGORY,ACTIVITY,METRIC,spend_1Year,spend_3Year,fname,Dependent_Variable,Dependent_Demography,Dependent_Metric
16,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR_CLK,3.223008283,1.449170479,2.224036667,0.027871769,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR_CLK_10_80_3,WESTERN AUSTRALIA - METRO,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,9505.472062,134736.6398,model_summary_WESTERN AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
17,NAT_TRA_MCN_XXX_XXX_RMC_P28_PRE_CMB_PTV_GRP,2.889671636,1.068929127,2.703333237,0.007782653,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_P28_PRE_CMB_PTV_GRP_30_30_0,WESTERN AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,50533.36643,288326.6159,model_summary_WESTERN AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
18,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,1.708414817,1.169324911,1.461026616,0.146420944,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_10_50_1,WESTERN AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,70302.64544,166643.19,model_summary_WESTERN AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
19,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,4.025402193,0.682682072,5.896452182,3.02E-08,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_80_30_1,WESTERN AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,49386.71503,41390.06409,model_summary_WESTERN AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
20,NAT_TRA_MCN_XXX_XXX_RMC_R20_PRE_CMB_PTV_GRP,3.965769719,2.146802374,1.847291472,0.066978299,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R20_PRE_CMB_PTV_GRP_50_30_0,WESTERN AUSTRALIA - METRO,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 XMAS PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,99037.82007,47702.7669,model_summary_WESTERN AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
21,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,1.303014006,1.124592026,1.158654851,0.248720898,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_40_3,WESTERN AUSTRALIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,60340.30696,285257.3981,model_summary_WESTERN AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
22,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,2.383598248,0.943407735,2.526583319,0.012717334,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_80_40_2,WESTERN AUSTRALIA - METRO,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,2204.4738,243416.7283,model_summary_WESTERN AUSTRALIA - METRO_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
1,(Intercept),1462.798636,61.03613846,23.96610718,3.24E-51,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),WESTERN AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84833.19787,72916.64204,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
2,CRL_NPS_XXX_XXX_XXX_CON_LOC_XXX_CMU_OPR_NPS,0.864459357,0.573573434,1.507146785,0.134042402,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,CRL_NPS_XXX_XXX_XXX_CON_LOC_XXX_CMU_OPR_NPS,WESTERN AUSTRALIA - REGIONAL,Control,Operational NPS,XXX,Unknown,XXX,CONSUMER,LOCAL,XXX,CONS MULTIPLE/UNSPECIFIED,OPR,NPS,25462.81888,256292.2688,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
3,CRL_SUB_OWN_XXX_XXX_CON_NAT_SPR_ACT_CRH_9MA,1.365076653,1.235829702,1.10458314,0.271248655,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,CRL_SUB_OWN_XXX_XXX_CON_NAT_SPR_ACT_CRH_9MA,WESTERN AUSTRALIA - REGIONAL,Control,Prepaid Subsidy,XXXX,Unknown,UNKNOWN,CONSUMER,NATIONAL,SUBSIDY_PREPAID,ACTIVATION,CONS PREPAID MOBILE HH,X9MA,13268.99941,104356.5638,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
4,DUMMY_CRH_CON_ACT_230813_041225_STR_GYZ_REG,-774.2959618,91.65984383,-8.447493793,3.57E-14,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_230813_041225_STR_GYZ_REG,WESTERN AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99143.6653,165351.1671,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
5,DUMMY_CRH_CON_ACT_261214_261214_SET_GYZ_REG,640.5071483,85.09491656,7.526973105,5.92E-12,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_GYZ_REG,WESTERN AUSTRALIA - REGIONAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28823.98659,256928.5364,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
6,LOC_BTL_OWN_XXX_GYZ_MES_L33_PPD_CRM_EML_VOL,0.345260495,0.35140671,0.982509682,0.327555862,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GYZ_MES_L33_PPD_CRM_EML_VOL_80_80_3,WESTERN AUSTRALIA - REGIONAL,LOC,BTL  ,XXXX,Unknown,GEN Y+GEN Z,MARKETING ENABLEMENT,PPM DATA PACK RIGHT PLAN EDUCATION EDM-SMS-OTM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Email,VOLUME,57216.25757,74416.31344,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
7,LOC_RTL_OWN_XXX_XXX_RMC_G20_CCT_RIS_CPI_VOL,1.765721563,1.158804554,1.523744067,0.129844581,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,LOC_RTL_OWN_XXX_XXX_RMC_G20_CCT_RIS_CPI_VOL_60_80_3,WESTERN AUSTRALIA - REGIONAL,LOC,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,14/15 CHANNEL MARKETING CONSUMER CATALOG,CONSUMER CATALOGUE,Retail Channel Marketing,CATALOGUE - PRESS INSERTS,VOLUME,68814.62621,33954.00081,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
8,NAT_BTL_OWN_XXX_GYZ_MES_MUL_PPD_CRM_DML_VOL,0.780651056,0.742580974,1.051267246,0.294960073,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_BTL_OWN_XXX_GYZ_MES_MUL_PPD_CRM_DML_VOL_10_30_0,WESTERN AUSTRALIA - REGIONAL,NAT,BTL  ,XXXX,Unknown,GEN Y+GEN Z,MARKETING ENABLEMENT,MULTIPLE,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,Direct Mail,VOLUME,35636.69393,284912.6428,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
9,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR_CLK,1.162679096,0.855866972,1.358481088,0.176511696,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N06_MOB_CDM_MSR_CLK_10_80_3,WESTERN AUSTRALIA - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - POSTPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,17816.05047,225253.1342,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
10,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK,2.297855656,0.750563402,3.061507728,0.002644312,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_N08_MOB_CDM_MSR_CLK_10_30_0,WESTERN AUSTRALIA - REGIONAL,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,GG:XXXX - PREPAID - HANDSETS - DSK,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE SEARCH,CLICKS,7189.50494,270706.5204,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
11,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD,1.397839655,0.939319812,1.488140286,0.138979067,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R00_PRE_CMB_PTV_AUD_20_80_0,WESTERN AUSTRALIA - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q1 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,78595.38791,97701.49256,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
12,NAT_TRA_MCN_XXX_XXX_RMC_R20_PRE_CMB_PTV_GRP,1.760860631,1.346167987,1.308054157,0.193013988,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_R20_PRE_CMB_PTV_GRP_60_30_0,WESTERN AUSTRALIA - REGIONAL,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15 XMAS PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,83877.03256,126619.2605,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
13,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD,1.078931337,0.663138218,1.627008227,0.106000173,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_XXX_XXX_XXX_RMC_N94_PRE_CMB_MGZ_AUD_80_50_3,WESTERN AUSTRALIA - REGIONAL,NAT,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,MAGAZINE,SPEND,36283.54636,160619.108,model_summary_WESTERN AUSTRALIA - REGIONAL_third_cleaning_.csv,PFM_SIO_OWN_XXX_GYZ_CON_LOC_XXX_XXX_CRH_ACT,GYZ,ACT
1,(Intercept),369.650872,17.40653456,21.2363277,3.00E-44,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,(Intercept),AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002.699469,30741.52888,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
2,CRL_SOC_OWN_XXX_TOT_XXX_LOC_XXX_XXX_CMB_IPT,-0.282452805,0.144109425,-1.959988422,0.05211988,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,CRL_SOC_OWN_XXX_TOT_XXX_LOC_XXX_XXX_CMB_IPT,AUSTRALIAN CAPITAL TERRITORY,Control,Social Mentions,XXXX,Unknown,Total Sentiments,XXX,LOCAL,XXX,XXX,Cons Mobility,IMPACT,38847.50282,75200.79712,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
3,DUMMY_CRH_CON_ACT_080213_080213_SPK_GNX_REG,97.23206006,47.84369722,2.032285666,0.044146163,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_080213_080213_SPK_GNX_REG,AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51659.73579,108743.2371,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
4,DUMMY_CRH_CON_ACT_180113_041215_TRD_GNX_REG,-1.799567848,0.26765458,-6.723471158,4.97E-10,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_180113_041215_TRD_GNX_REG,AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51318.70849,292724.7198,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
5,DUMMY_CRH_CON_ACT_180113_180113_SPK_GNX_REG,167.1486958,48.27933662,3.462116664,0.000724301,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_180113_180113_SPK_GNX_REG,AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76101.17686,252564.921,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
6,DUMMY_CRH_CON_ACT_250915_251215_TRD_GNX_REG,-70.05459803,57.86827534,-1.21058728,0.228233269,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_250915_251215_TRD_GNX_REG,AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39944.40421,153652.3972,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
7,DUMMY_CRH_CON_ACT_261214_261214_SEA_GNX_REG,-166.7854043,74.53751966,-2.237603358,0.026936176,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SEA_GNX_REG,AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16823.75203,65637.65722,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
8,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,374.0570588,45.86521017,8.155572761,2.47E-13,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_261214_261214_SET_GNX_REG,AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12226.1245,78005.86169,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
9,DUMMY_CRH_CON_ACT_280613_280613_SPK_GNX_REG,165.7453229,45.88118242,3.612490221,0.000430892,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,DUMMY_CRH_CON_ACT_280613_280613_SPK_GNX_REG,AUSTRALIAN CAPITAL TERRITORY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6927.059166,234702.3421,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
10,LOC_BTL_OWN_XXX_GNX_MES_L33_PPD_CRM_SMS_VOL,0.541032975,0.291817963,1.854008471,0.065986987,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_BTL_OWN_XXX_GNX_MES_L33_PPD_CRM_SMS_VOL_80_30_0,AUSTRALIAN CAPITAL TERRITORY,LOC,BTL  ,XXXX,Unknown,GEN X,MARKETING ENABLEMENT,PPM DATA PACK RIGHT PLAN EDUCATION EDM-SMS-OTM,POSTPAID HANDHELD,CONSUMER CRM - MOBILITY,SMS,VOLUME,8722.858132,150591.7063,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
11,LOC_TRA_TTL_XXX_XXX_RMC_MUL_CLM_RIS_RAD_IMP,0.388251577,0.242277204,1.602509732,0.111451482,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_MUL_CLM_RIS_RAD_IMP_80_30_0,AUSTRALIAN CAPITAL TERRITORY,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,CONSUMER LAM,Retail Channel Marketing,RADIO,IMPRESSIONS,85335.28903,215904.7532,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
12,LOC_TRA_TTL_XXX_XXX_RMC_N84_PRE_CMB_TVC_GRP,0.894196517,0.479318507,1.865558087,0.064339955,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_TTL_XXX_XXX_RMC_N84_PRE_CMB_TVC_GRP_80_30_0,AUSTRALIAN CAPITAL TERRITORY,LOC,Traditional Media,Total,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,NONE,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-FREE TO AIR,GRP/TARP,89648.40461,227797.2304,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
13,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD,0.329591727,0.223619952,1.473892305,0.142909577,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_MUL_PRE_CMB_ODR_AUD_80_30_3,AUSTRALIAN CAPITAL TERRITORY,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,MULTIPLE,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,45164.84476,122426.5298,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
14,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD,0.326754273,0.242293453,1.348588948,0.179795874,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,LOC_TRA_XXX_XXX_XXX_RMC_P28_PRE_CMB_ODR_AUD_80_30_3,AUSTRALIAN CAPITAL TERRITORY,LOC,Traditional Media,XXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PRE PAID,PREPAID HANDHELD,CONSUMER - MOBILITY,OUTDOOR,SPEND,54984.12559,116355.2019,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
15,NAT_DIG_XXX_XXX_XXX_DIG_M05_MOB_CDM_MDS_CLK,0.554716733,0.456095714,1.21622878,0.226084727,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M05_MOB_CDM_MDS_CLK_40_80_0,AUSTRALIAN CAPITAL TERRITORY,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 Q2 PRE-PAID FREEDOM,MOBILITY,CONSUMER - DIGITAL MARKETING,MOBILE DISPLAY,CLICKS,91414.53985,299245.2109,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
16,NAT_DIG_XXX_XXX_XXX_DIG_M29_MOB_CDM_ADD_CLK,0.411845676,0.407578088,1.010470603,0.314132629,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_DIG_XXX_XXX_XXX_DIG_M29_MOB_CDM_ADD_CLK_10_80_3,AUSTRALIAN CAPITAL TERRITORY,NAT,Digital Media,XXX,Unknown,UNKNOWN,DIGITAL,FY15 Q3 POST-PAID S6,MOBILITY,CONSUMER - DIGITAL MARKETING,DESKTOP DISPLAY,CLICKS,22519.68811,67579.95079,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
17,NAT_RTL_OWN_XXX_XXX_RMC_G24_CPS_RIS_I3P_AUD,1.66783811,0.912906681,1.82695356,0.069983081,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_RTL_OWN_XXX_XXX_RMC_G24_CPS_RIS_I3P_AUD_80_80_3,AUSTRALIAN CAPITAL TERRITORY,NAT,Retail Marketing,XXXX,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,FY15/16 PARTNER PLANNOGRAMS,CONSUMER POS,Retail Channel Marketing,INSTORE - 3RD PARTY PARTNER PLANOGRAMS,SPEND,94374.05584,297386.1723,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
18,NAT_TRA_MCN_XXX_XXX_RMC_N94_PRE_CMB_PTV_GRP,0.75114313,0.289286106,2.596540638,0.010492403,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_N94_PRE_CMB_PTV_GRP_10_80_3,AUSTRALIAN CAPITAL TERRITORY,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q2 PREPAID,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,GRP/TARP,63565.82878,184047.9969,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
19,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD,0.603375465,0.268824175,2.244498529,0.026477722,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,NAT_TRA_MCN_XXX_XXX_RMC_Q97_PRE_CMB_PTV_AUD_80_30_0,AUSTRALIAN CAPITAL TERRITORY,NAT,Traditional Media,MCN,Unknown,UNKNOWN,RETAIL MARKETING - CONSUMER,Q3 PREPAID BACK TO IT,PREPAID HANDHELD,CONSUMER - MOBILITY,TV-PAY TV,SPEND,83997.89645,47568.4377,model_summary_AUSTRALIAN CAPITAL TERRITORY_third_cleaning_.csv,PFM_SIO_OWN_XXX_GNX_CON_LOC_XXX_XXX_CRH_ACT,GNX,ACT
